Soil Moisture,Percentage,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h)
80.39999999999999,0.499375,0.0,0.0,0.0,0.0
91.2,0.499375,0.0,0.0,0.0,0.0
82.8,0.48874999999999996,0.0,0.0,0.0,0.0
86.39999999999999,0.48874999999999996,0.0,0.0,0.0,0.0
96.0,0.47812499999999997,0.0,0.0,0.0,0.0
20.4,0.4675,0.0,0.0,0.0,0.0
76.8,0.4675,0.0,0.0,0.0,0.0
63.599999999999994,0.4675,0.0,0.0,0.0,0.0
76.8,0.47812499999999997,0.0,0.0,0.0,0.0
18.0,0.4675,0.0,0.0,0.0,0.0
28.799999999999997,0.456875,0.0,0.0,0.0,0.0
27.599999999999998,0.44625,0.0,0.0,0.0,0.0
63.599999999999994,0.44625,0.0,0.0,0.0,0.0
100.0,0.43562499999999993,0.0,0.0,0.0,0.0
21.599999999999998,0.425,0.0,0.0,0.0,0.0
78.0,0.425,0.0,0.0,0.0,0.0
31.2,0.414375,0.0,0.0,0.0,0.0
6.0,0.40375,0.0,0.0,0.0,0.0
100.0,0.40375,0.0,0.0,0.0,0.0
45.6,0.40375,0.0,0.0,0.0,0.0
58.8,0.40375,0.0,0.0,0.0,0.0
57.599999999999994,0.40375,0.0,0.0,0.0,0.0
96.0,0.393125,0.0,0.0,0.0,0.0
20.4,0.393125,0.0,0.0,0.0,0.0
100.0,0.40375,0.0,0.0,0.0,0.0
7.199999999999999,0.40375,0.0,0.0,0.0,0.0
85.2,0.414375,0.0,0.0,0.0,0.0
56.4,0.414375,0.0,0.0,0.0,0.0
62.4,0.40375,0.0,0.0,0.0,0.0
40.8,0.40375,0.0,0.0,0.0,0.0
63.599999999999994,0.40375,0.0,0.0,0.0,0.0
16.8,0.40375,0.0,0.0,0.0,0.0
100.0,0.40375,0.0,0.0,0.0,0.0
4.8,0.40375,0.0,0.0,0.0,0.0
42.0,0.40375,0.0,0.0,0.0,0.0
82.8,0.40375,0.0,0.0,0.0,0.0
61.199999999999996,0.40375,0.0,0.0,0.0,0.0
50.4,0.40375,0.0,0.0,0.0,0.0
30.0,0.40375,0.0,0.0,0.0,0.0
58.8,0.40375,0.0,0.0,0.0,0.0
68.39999999999999,0.393125,0.0,0.0,0.0,0.0
100.0,0.40375,0.0,0.0,0.0,0.0
96.0,0.393125,0.0,0.0,0.0,0.0
100.0,0.40375,0.0,0.0,0.0,0.0
16.8,0.40375,0.0,0.0,0.0,0.0
48.0,0.414375,0.0,0.0,0.0,0.0
100.0,0.414375,0.0,0.0,0.0,0.0
48.0,0.425,0.0,0.0,0.0,0.0
18.0,0.425,0.0,0.0,0.0,0.0
9.6,0.43562499999999993,0.0,0.0,0.0,0.0
69.6,0.43562499999999993,0.0,0.0,0.0,0.0
88.8,0.43562499999999993,0.0,0.0,0.0,0.0
15.6,0.425,0.0,0.0,0.0,0.0
100.0,0.425,0.0,0.0,0.0,0.0
92.39999999999999,0.43562499999999993,0.0,0.0,0.0,0.0
13.2,0.43562499999999993,0.0,0.0,0.0,0.0
16.8,0.43562499999999993,0.0,0.0,0.0,0.0
73.2,0.44625,0.0,0.0,0.0,0.0
92.39999999999999,0.43562499999999993,0.0,0.0,0.0,0.0
84.0,0.425,0.0,0.0,0.0,0.0
4.8,0.425,0.0,0.0,0.0,0.0
98.39999999999999,0.414375,0.0,0.0,0.0,0.0
100.0,0.414375,0.0,0.0,0.0,0.0
49.199999999999996,0.414375,0.0,0.0,0.0,0.0
75.6,0.414375,0.0,0.0,0.0,0.0
33.6,0.414375,0.0,0.0,0.0,0.0
49.199999999999996,0.414375,0.0,0.0,0.0,0.0
50.4,0.414375,0.0,0.0,0.0,0.0
18.0,0.40375,0.0,0.0,0.0,0.0
93.6,0.40375,0.0,0.0,0.0,0.0
44.4,0.40375,0.0,0.0,0.0,0.0
26.4,0.414375,0.0,0.0,0.0,0.0
3.5999999999999996,0.40375,0.0,0.0,0.0,0.0
98.39999999999999,0.40375,0.0,0.0,0.0,0.0
66.0,0.40375,0.0,0.0,0.0,0.0
86.39999999999999,0.414375,0.0,0.0,0.0,0.0
100.0,0.414375,0.0,0.0,0.0,0.0
1.2,0.40375,0.0,0.0,0.0,0.0
100.0,0.40375,0.0,0.0,0.0,0.0
92.39999999999999,0.393125,0.0,0.0,0.0,0.0
43.199999999999996,0.3825,0.0,0.0,0.0,0.0
3.5999999999999996,0.371875,0.0,0.0,0.0,0.0
100.0,0.3825,0.0,0.0,0.0,0.0
45.6,0.3825,0.0,0.0,0.0,0.0
100.0,0.393125,0.0,0.0,0.0,0.0
49.199999999999996,0.40375,0.0,0.0,0.0,0.0
43.199999999999996,0.393125,0.0,0.0,0.0,0.0
79.2,0.40375,0.0,0.0,0.0,0.0
3.5999999999999996,0.40375,0.0,0.0,0.0,0.0
84.0,0.40375,0.0,0.0,0.0,0.0
97.2,0.40375,0.0,0.0,0.0,0.0
100.0,0.414375,0.0,0.0,0.0,0.0
91.2,0.40375,0.0,0.0,0.0,0.0
58.8,0.40375,0.0,0.0,0.0,0.0
19.2,0.40375,0.0,0.0,0.0,0.0
20.4,0.40375,0.0,0.0,0.0,0.0
55.199999999999996,0.40375,0.0,0.0,0.0,0.0
15.6,0.414375,0.0,0.0,0.0,0.0
63.599999999999994,0.414375,0.0,0.0,0.0,0.0
72.0,0.425,0.0,0.0,0.0,0.0
1.2,0.43562499999999993,0.0,0.0,0.0,0.0
4.8,0.425,0.0,0.0,0.0,0.0
100.0,0.43562499999999993,0.0,0.0,0.0,0.0
20.4,0.425,0.0,0.0,0.0,0.0
9.6,0.414375,0.0,0.0,0.0,0.0
40.8,0.40375,0.0,0.0,0.0,0.0
97.2,0.40375,0.0,0.0,0.0,0.0
99.6,0.40375,0.0,0.0,0.0,0.0
9.6,0.414375,0.0,0.0,0.0,0.0
82.8,0.414375,0.0,0.0,0.0,0.0
60.0,0.414375,0.0,0.0,0.0,0.0
19.2,0.414375,0.0,0.0,0.0,0.0
90.0,0.414375,0.0,0.0,0.0,0.0
85.2,0.414375,0.0,0.0,0.0,0.0
62.4,0.40375,0.0,0.0,0.0,0.0
4.8,0.40375,0.0,0.0,0.0,0.0
58.8,0.40375,0.0,0.0,0.0,0.0
31.2,0.40375,0.0,0.0,0.0,0.0
12.0,0.40375,0.0,0.0,0.0,0.0
84.0,0.40375,0.0,0.0,0.0,0.0
46.8,0.40375,0.0,0.0,0.0,0.0
30.0,0.40375,0.0,0.0,0.0,0.0
82.8,0.40375,0.0,0.0,0.0,0.0
96.0,0.393125,0.0,0.0,0.0,0.0
100.0,0.393125,0.0,0.0,0.0,0.0
100.0,0.3825,0.0,0.0,0.0,0.0
9.6,0.371875,0.0,0.0,0.0,0.0
97.2,0.36124999999999996,0.0,0.0,0.0,0.0
70.8,0.36124999999999996,0.0,0.0,0.0,0.0
21.599999999999998,0.35062499999999996,0.0,0.0,0.0,0.0
93.6,0.34,0.0,0.0,0.0,0.0
12.0,0.329375,0.0,0.0,0.0,0.0
33.6,0.34,0.0,0.0,0.0,0.0
82.8,0.34,0.0,0.0,0.0,0.0
88.8,0.329375,0.0,0.0,0.0,0.0
54.0,0.34,0.0,0.0,0.0,0.0
60.0,0.34,0.0,0.0,0.0,0.0
44.4,0.329375,0.0,0.0,0.0,0.0
84.0,0.34,0.0,0.0,0.0,0.0
68.39999999999999,0.34,0.0,0.0,0.0,0.0
28.799999999999997,0.35062499999999996,0.0,0.0,0.0,0.0
100.0,0.35062499999999996,0.0,0.0,0.0,0.0
97.2,0.35062499999999996,0.0,0.0,0.0,0.0
40.8,0.35062499999999996,0.0,0.0,0.0,0.0
8.4,0.36124999999999996,0.0,0.0,0.0,0.0
19.2,0.36124999999999996,0.0,0.0,0.0,0.0
28.799999999999997,0.371875,0.0,0.0,0.0,0.0
76.8,0.371875,0.0,0.0,0.0,0.0
84.0,0.371875,0.0,0.0,0.0,0.0
2.4,0.36124999999999996,0.0,0.0,0.0,0.0
28.799999999999997,0.36124999999999996,0.0,0.0,0.0,0.0
32.4,0.35062499999999996,0.0,0.0,0.0,0.0
36.0,0.36124999999999996,0.0,0.0,0.0,0.0
39.6,0.35062499999999996,0.0,0.0,0.0,0.0
68.39999999999999,0.36124999999999996,0.0,0.0,0.0,0.0
94.8,0.35062499999999996,0.0,0.0,0.0,0.0
39.6,0.34,0.0,0.0,0.0,0.0
15.6,0.34,0.0,0.0,0.0,0.0
80.39999999999999,0.34,0.0,0.0,0.0,0.0
90.0,0.34,0.0,0.0,0.0,0.0
61.199999999999996,0.34,0.0,0.0,0.0,0.0
14.399999999999999,0.35062499999999996,0.0,0.0,0.0,0.0
82.8,0.34,0.0,0.0,0.0,0.0
8.4,0.329375,0.0,0.0,0.0,0.0
57.599999999999994,0.329375,0.0,0.0,0.0,0.0
63.599999999999994,0.329375,0.0,0.0,0.0,0.0
45.6,0.34,0.0,0.0,0.0,0.0
100.0,0.329375,0.0,0.0,0.0,0.0
45.6,0.31875,0.0,0.0,0.0,0.0
100.0,0.329375,0.0,0.0,0.0,0.0
100.0,0.329375,0.0,0.0,0.0,0.0
54.0,0.31875,0.0,0.0,0.0,0.0
40.8,0.329375,0.0,0.0,0.0,0.0
73.2,0.34,0.0,0.0,0.0,0.0
67.2,0.34,0.0,0.0,0.0,0.0
67.2,0.34,0.0,0.0,0.0,0.0
38.4,0.35062499999999996,0.0,0.0,0.0,0.0
100.0,0.35062499999999996,0.0,0.0,0.0,0.0
100.0,0.34,0.0,0.0,0.0,0.0
30.0,0.329375,0.0,0.0,0.0,0.0
87.6,0.31875,0.0,0.0,0.0,0.0
42.0,0.31875,0.0,0.0,0.0,0.0
67.2,0.31875,0.0,0.0,0.0,0.0
22.8,0.329375,0.0,0.0,0.0,0.0
1.2,0.34,0.0,0.0,0.0,0.0
7.199999999999999,0.34,0.0,0.0,0.0,0.0
13.2,0.34,0.0,0.0,0.0,0.0
66.0,0.35062499999999996,0.0,0.0,0.0,0.0
84.0,0.34,0.0,0.0,0.0,0.0
9.6,0.329375,0.0,0.0,0.0,0.0
62.4,0.34,0.0,0.0,0.0,0.0
38.4,0.34,0.0,0.0,0.0,0.0
81.6,0.329375,0.0,0.0,0.0,0.0
9.6,0.329375,0.0,0.0,0.0,0.0
25.2,0.34,0.0,0.0,0.0,0.0
26.4,0.35062499999999996,0.0,0.0,0.0,0.0
57.599999999999994,0.36124999999999996,0.0,0.0,0.0,0.0
34.8,0.35062499999999996,0.0,0.0,0.0,0.0
81.6,0.36124999999999996,0.0,0.0,0.0,0.0
93.6,0.36124999999999996,0.0,0.0,0.0,0.0
72.0,0.371875,0.0,0.0,0.0,0.0
63.599999999999994,0.371875,0.0,0.0,0.0,0.0
21.599999999999998,0.371875,0.0,0.0,0.0,0.0
96.0,0.3825,0.0,0.0,0.0,0.0
100.0,0.393125,0.0,0.0,0.0,0.0
43.199999999999996,0.393125,0.0,0.0,0.0,0.0
69.6,0.40375,0.0,0.0,0.0,0.0
21.599999999999998,0.414375,0.0,0.0,0.0,0.0
73.2,0.425,0.0,0.0,0.0,0.0
81.6,0.43562499999999993,0.0,0.0,0.0,0.0
100.0,0.43562499999999993,0.0,0.0,0.0,0.0
72.0,0.43562499999999993,0.0,0.0,0.0,0.0
100.0,0.425,0.0,0.0,0.0,0.0
86.39999999999999,0.425,0.0,0.0,0.0,0.0
15.6,0.425,0.0,0.0,0.0,0.0
6.0,0.425,0.0,0.0,0.0,0.0
61.199999999999996,0.425,0.0,0.0,0.0,0.0
52.8,0.43562499999999993,0.0,0.0,0.0,0.0
70.8,0.43562499999999993,0.0,0.0,0.0,0.0
100.0,0.44625,0.0,0.0,0.0,0.0
99.6,0.43562499999999993,0.0,0.0,0.0,0.0
86.39999999999999,0.44625,0.0,0.0,0.0,0.0
12.0,0.44625,0.0,0.0,0.0,0.0
64.8,0.456875,0.0,0.0,0.0,0.0
61.199999999999996,0.456875,0.0,0.0,0.0,0.0
27.599999999999998,0.4675,0.0,0.0,0.0,0.0
34.8,0.4675,0.0,0.0,0.0,0.0
79.2,0.4675,0.0,0.0,0.0,0.0
80.39999999999999,0.47812499999999997,0.0,0.0,0.0,0.0
32.4,0.47812499999999997,0.0,0.0,0.0,0.0
19.2,0.47812499999999997,0.0,0.0,0.0,0.0
14.399999999999999,0.48874999999999996,0.0,0.0,0.0,0.0
99.6,0.48874999999999996,0.0,0.0,0.0,0.0
82.8,0.499375,0.0,0.0,0.0,0.0
91.2,0.499375,0.0,0.0,0.0,0.0
36.0,0.51,0.0,0.0,0.0,0.0
51.6,0.520625,0.0,0.0,0.0,0.0
21.599999999999998,0.53125,0.0,0.0,0.0,0.0
64.8,0.53125,0.0,0.0,0.0,0.0
55.199999999999996,0.53125,0.0,0.0,0.0,0.0
1.2,0.541875,0.0,0.0,0.0,0.0
58.8,0.541875,0.0,0.0,0.0,0.0
9.6,0.541875,0.0,0.0,0.0,0.0
25.2,0.5525,0.0,0.0,0.0,0.0
40.8,0.5525,0.0,0.0,0.0,0.0
52.8,0.5525,0.0,0.0,0.0,0.0
46.8,0.5525,0.0,0.0,0.0,0.0
26.4,0.563125,0.0,0.0,0.0,0.0
98.39999999999999,0.563125,0.0,0.0,0.0,0.0
16.8,0.563125,0.0,0.0,0.0,0.0
49.199999999999996,0.57375,0.0,0.0,0.0,0.0
76.8,0.57375,0.0,0.0,0.0,0.0
20.4,0.57375,0.0,0.0,0.0,0.0
40.8,0.563125,0.0,0.0,0.0,0.0
19.2,0.563125,0.0,0.0,0.0,0.0
100.0,0.563125,0.0,0.0,0.0,0.0
12.0,0.5525,0.0,0.0,0.0,0.0
100.0,0.5525,0.0,0.0,0.0,0.0
51.6,0.5525,0.0,0.0,0.0,0.0
100.0,0.563125,0.0,0.0,0.0,0.0
100.0,0.563125,0.0,0.0,0.0,0.0
51.6,0.563125,0.0,0.0,0.0,0.0
20.4,0.5525,0.0,0.0,0.0,0.0
75.6,0.5525,0.0,0.0,0.0,0.0
36.0,0.541875,0.0,0.0,0.0,0.0
100.0,0.541875,0.0,0.0,0.0,0.0
100.0,0.53125,0.0,0.0,0.0,0.0
80.39999999999999,0.520625,0.0,0.0,0.0,0.0
79.2,0.520625,0.0,0.0,0.0,0.0
42.0,0.53125,0.0,0.0,0.0,0.0
18.0,0.53125,0.0,0.0,0.0,0.0
97.2,0.541875,0.0,0.0,0.0,0.0
100.0,0.541875,0.0,0.0,0.0,0.0
31.2,0.541875,0.0,0.0,0.0,0.0
30.0,0.541875,0.0,0.0,0.0,0.0
57.599999999999994,0.541875,0.0,0.0,0.0,0.0
44.4,0.541875,0.0,0.0,0.0,0.0
22.8,0.541875,0.0,0.0,0.0,0.0
100.0,0.541875,0.0,0.0,0.0,0.0
98.39999999999999,0.53125,0.0,0.0,0.0,0.0
46.8,0.520625,0.0,0.0,0.0,0.0
28.799999999999997,0.520625,0.0,0.0,0.0,0.0
85.2,0.53125,0.0,0.0,0.0,0.0
46.8,0.520625,0.0,0.0,0.0,0.0
98.39999999999999,0.520625,0.0,0.0,0.0,0.0
7.199999999999999,0.520625,0.0,0.0,0.0,0.0
34.8,0.51,0.0,0.0,0.0,0.0
87.6,0.499375,0.0,0.0,0.0,0.0
10.799999999999999,0.48874999999999996,0.0,0.0,0.0,0.0
1.2,0.47812499999999997,0.0,0.0,0.0,0.0
34.8,0.48874999999999996,0.0,0.0,0.0,0.0
76.8,0.48874999999999996,0.0,0.0,0.0,0.0
93.6,0.48874999999999996,0.0,0.0,0.0,0.0
39.6,0.47812499999999997,0.0,0.0,0.0,0.0
8.4,0.48874999999999996,0.0,0.0,0.0,0.0
28.799999999999997,0.48874999999999996,0.0,0.0,0.0,0.0
34.8,0.48874999999999996,0.0,0.0,0.0,0.0
14.399999999999999,0.48874999999999996,0.0,0.0,0.0,0.0
79.2,0.48874999999999996,0.0,0.0,0.0,0.0
91.2,0.47812499999999997,0.0,0.0,0.0,0.0
100.0,0.48874999999999996,0.0,0.0,0.0,0.0
33.6,0.47812499999999997,0.0,0.0,0.0,0.0
100.0,0.47812499999999997,0.0,0.0,0.0,0.0
38.4,0.47812499999999997,0.0,0.0,0.0,0.0
82.8,0.47812499999999997,0.0,0.0,0.0,0.0
85.2,0.4675,0.0,0.0,0.0,0.0
62.4,0.456875,0.0,0.0,0.0,0.0
62.4,0.456875,0.0,0.0,0.0,0.0
19.2,0.456875,0.0,0.0,0.0,0.0
100.0,0.4675,0.0,0.0,0.0,0.0
94.8,0.47812499999999997,0.0,0.0,0.0,0.0
100.0,0.47812499999999997,0.0,0.0,0.0,0.0
99.6,0.4675,0.0,0.0,0.0,0.0
91.2,0.456875,0.0,0.0,0.0,0.0
3.5999999999999996,0.44625,0.0,0.0,0.0,0.0
3.5999999999999996,0.44625,0.0,0.0,0.0,0.0
7.199999999999999,0.44625,0.0,0.0,0.0,0.0
98.39999999999999,0.43562499999999993,0.0,0.0,0.0,0.0
80.39999999999999,0.43562499999999993,0.0,0.0,0.0,0.0
42.0,0.43562499999999993,0.0,0.0,0.0,0.0
64.8,0.425,0.0,0.0,0.0,0.0
38.4,0.414375,0.0,0.0,0.0,0.0
36.0,0.414375,0.0,0.0,0.0,0.0
6.0,0.40375,0.0,0.0,0.0,0.0
16.8,0.40375,0.0,0.0,0.0,0.0
42.0,0.393125,0.0,0.0,0.0,0.0
88.8,0.393125,0.0,0.0,0.0,0.0
43.199999999999996,0.393125,0.0,0.0,0.0,0.0
43.199999999999996,0.393125,0.0,0.0,0.0,0.0
2.4,0.3825,0.0,0.0,0.0,0.0
14.399999999999999,0.3825,0.0,0.0,0.0,0.0
63.599999999999994,0.393125,0.0,0.0,0.0,0.0
27.599999999999998,0.393125,0.0,0.0,0.0,0.0
76.8,0.393125,0.0,0.0,0.0,0.0
60.0,0.393125,0.0,0.0,0.0,0.0
73.2,0.393125,0.0,0.0,0.0,0.0
72.0,0.393125,0.0,0.0,0.0,0.0
28.799999999999997,0.3825,0.0,0.0,0.0,0.0
64.8,0.393125,0.0,0.0,0.0,0.0
86.39999999999999,0.393125,0.0,0.0,0.0,0.0
97.2,0.40375,0.0,0.0,0.0,0.0
64.8,0.40375,0.0,0.0,0.0,0.0
100.0,0.414375,0.0,0.0,0.0,0.0
30.0,0.40375,0.0,0.0,0.0,0.0
100.0,0.414375,0.0,0.0,0.0,0.0
52.8,0.425,0.0,0.0,0.0,0.0
55.199999999999996,0.43562499999999993,0.0,0.0,0.0,0.0
98.39999999999999,0.44625,0.0,0.0,0.0,0.0
25.2,0.456875,0.0,0.0,0.0,0.0
90.0,0.44625,0.0,0.0,0.0,0.0
6.0,0.44625,0.0,0.0,0.0,0.0
91.2,0.43562499999999993,0.0,0.0,0.0,0.0
86.39999999999999,0.44625,0.0,0.0,0.0,0.0
48.0,0.44625,0.0,0.0,0.0,0.0
27.599999999999998,0.44625,0.0,0.0,0.0,0.0
30.0,0.43562499999999993,0.0,0.0,0.0,0.0
27.599999999999998,0.425,0.0,0.0,0.0,0.0
62.4,0.43562499999999993,0.0,0.0,0.0,0.0
51.6,0.43562499999999993,0.0,0.0,0.0,0.0
100.0,0.44625,0.0,0.0,0.0,0.0
19.2,0.44625,0.0,0.0,0.0,0.0
18.0,0.44625,0.0,0.0,0.0,0.0
80.39999999999999,0.44625,0.0,0.0,0.0,0.0
18.0,0.44625,0.0,0.0,0.0,0.0
56.4,0.44625,0.0,0.0,0.0,0.0
100.0,0.456875,0.0,0.0,0.0,0.0
70.8,0.4675,0.0,0.0,0.0,0.0
21.599999999999998,0.47812499999999997,0.0,0.0,0.0,0.0
43.199999999999996,0.47812499999999997,0.0,0.0,0.0,0.0
2.4,0.47812499999999997,0.0,0.0,0.0,0.0
69.6,0.47812499999999997,0.0,0.0,0.0,0.0
97.2,0.47812499999999997,0.0,0.0,0.0,0.0
100.0,0.48874999999999996,0.0,0.0,0.0,0.0
76.8,0.48874999999999996,0.0,0.0,0.0,0.0
66.0,0.48874999999999996,0.0,0.0,0.0,0.0
90.0,0.48874999999999996,0.0,0.0,0.0,0.0
37.199999999999996,0.47812499999999997,0.0,0.0,0.0,0.0
13.2,0.47812499999999997,0.0,0.0,0.0,0.0
43.199999999999996,0.47812499999999997,0.0,0.0,0.0,0.0
27.599999999999998,0.48874999999999996,0.0,0.0,0.0,0.0
6.0,0.48874999999999996,0.0,0.0,0.0,0.0
73.2,0.499375,0.0,0.0,0.0,0.0
100.0,0.499375,0.0,0.0,0.0,0.0
100.0,0.48874999999999996,0.0,0.0,0.0,0.0
18.0,0.47812499999999997,0.0,0.0,0.0,0.0
39.6,0.48874999999999996,0.0,0.0,0.0,0.0
84.0,0.499375,0.0,0.0,0.0,0.0
90.0,0.48874999999999996,0.0,0.0,0.0,0.0
98.39999999999999,0.47812499999999997,0.0,0.0,0.0,0.0
27.599999999999998,0.47812499999999997,0.0,0.0,0.0,0.0
8.4,0.4675,0.0,0.0,0.0,0.0
85.2,0.4675,0.0,0.0,0.0,0.0
100.0,0.4675,0.0,0.0,0.0,0.0
48.0,0.47812499999999997,0.0,0.0,0.0,0.0
45.6,0.47812499999999997,0.0,0.0,0.0,0.0
100.0,0.47812499999999997,0.0,0.0,0.0,0.0
70.8,0.47812499999999997,0.0,0.0,0.0,0.0
40.8,0.47812499999999997,0.0,0.0,0.0,0.0
74.39999999999999,0.47812499999999997,0.0,0.0,0.0,0.0
34.8,0.47812499999999997,0.0,0.0,0.0,0.0
74.39999999999999,0.47812499999999997,0.0,0.0,0.0,0.0
39.6,0.47812499999999997,0.0,0.0,0.0,0.0
61.199999999999996,0.48874999999999996,0.0,0.0,0.0,0.0
100.0,0.499375,0.0,0.0,0.0,0.0
99.6,0.48874999999999996,0.0,0.0,0.0,0.0
60.0,0.48874999999999996,0.0,0.0,0.0,0.0
30.0,0.47812499999999997,0.0,0.0,0.0,0.0
84.0,0.4675,0.0,0.0,0.0,0.0
10.799999999999999,0.4675,0.0,0.0,0.0,0.0
87.6,0.4675,0.0,0.0,0.0,0.0
38.4,0.4675,0.0,0.0,0.0,0.0
60.0,0.456875,0.0,0.0,0.0,0.0
76.8,0.44625,0.0,0.0,0.0,0.0
37.199999999999996,0.44625,0.0,0.0,0.0,0.0
100.0,0.44625,0.0,0.0,0.0,0.0
100.0,0.44625,0.0,0.0,0.0,0.0
32.4,0.456875,0.0,0.0,0.0,0.0
54.0,0.4675,0.0,0.0,0.0,0.0
14.399999999999999,0.4675,0.0,0.0,0.0,0.0
58.8,0.4675,0.0,0.0,0.0,0.0
58.8,0.4675,0.0,0.0,0.0,0.0
4.8,0.47812499999999997,0.0,0.0,0.0,0.0
100.0,0.47812499999999997,0.0,0.0,0.0,0.0
52.8,0.47812499999999997,0.0,0.0,0.0,0.0
25.2,0.47812499999999997,0.0,0.0,0.0,0.0
69.6,0.47812499999999997,0.0,0.0,0.0,0.0
72.0,0.47812499999999997,0.0,0.0,0.0,0.0
66.0,0.47812499999999997,0.0,0.0,0.0,0.0
84.0,0.47812499999999997,0.0,0.0,0.0,0.0
56.4,0.47812499999999997,0.0,0.0,0.0,0.0
96.0,0.4675,0.0,0.0,0.0,0.0
38.4,0.47812499999999997,0.0,0.0,0.0,0.0
49.199999999999996,0.4675,0.0,0.0,0.0,0.0
38.4,0.4675,0.0,0.0,0.0,0.0
79.2,0.4675,0.0,0.0,0.0,0.0
7.199999999999999,0.4675,0.0,0.0,0.0,0.0
43.199999999999996,0.47812499999999997,0.0,0.0,0.0,0.0
28.799999999999997,0.47812499999999997,0.0,0.0,0.0,0.0
82.8,0.4675,0.0,0.0,0.0,0.0
58.8,0.4675,0.0,0.0,0.0,0.0
100.0,0.47812499999999997,0.0,0.0,0.0,0.0
38.4,0.47812499999999997,0.0,0.0,0.0,0.0
100.0,0.47812499999999997,0.0,0.0,0.0,0.0
10.799999999999999,0.48874999999999996,0.0,0.0,0.0,0.0
13.2,0.48874999999999996,0.0,0.0,0.0,0.0
32.4,0.48874999999999996,0.0,0.0,0.0,0.0
51.6,0.48874999999999996,0.0,0.0,0.0,0.0
24.0,0.47812499999999997,0.0,0.0,0.0,0.0
19.2,0.48874999999999996,0.0,0.0,0.0,0.0
46.8,0.499375,0.0,0.0,0.0,0.0
36.0,0.48874999999999996,0.0,0.0,0.0,0.0
19.2,0.499375,0.0,0.0,0.0,0.0
28.799999999999997,0.48874999999999996,0.0,0.0,0.0,0.0
86.39999999999999,0.499375,0.0,0.0,0.0,0.0
49.199999999999996,0.48874999999999996,0.0,0.0,0.0,0.0
99.6,0.48874999999999996,0.0,0.0,0.0,0.0
87.6,0.499375,0.0,0.0,0.0,0.0
66.0,0.48874999999999996,0.0,0.0,0.0,0.0
26.4,0.48874999999999996,0.0,0.0,0.0,0.0
61.199999999999996,0.48874999999999996,0.0,0.0,0.0,0.0
10.799999999999999,0.48874999999999996,0.0,0.0,0.0,0.0
79.2,0.48874999999999996,0.0,0.0,0.0,0.0
40.8,0.48874999999999996,0.0,0.0,0.0,0.0
36.0,0.499375,0.0,0.0,0.0,0.0
4.8,0.51,0.0,0.0,0.0,0.0
87.6,0.51,0.0,0.0,0.0,0.0
21.599999999999998,0.499375,0.0,0.0,0.0,0.0
92.39999999999999,0.51,0.0,0.0,0.0,0.0
13.2,0.51,0.0,0.0,0.0,0.0
80.39999999999999,0.499375,0.0,0.0,0.0,0.0
100.0,0.499375,0.0,0.0,0.0,0.0
100.0,0.48874999999999996,0.0,0.0,0.0,0.0
19.2,0.48874999999999996,0.0,0.0,0.0,0.0
9.6,0.48874999999999996,0.0,0.0,0.0,0.0
86.39999999999999,0.48874999999999996,0.0,0.0,0.0,0.0
87.6,0.48874999999999996,0.0,0.0,0.0,0.0
100.0,0.47812499999999997,0.0,0.0,0.0,0.0
8.4,0.47812499999999997,0.0,0.0,0.0,0.0
15.6,0.47812499999999997,0.0,0.0,0.0,0.0
13.2,0.47812499999999997,0.0,0.0,0.0,0.0
15.6,0.48874999999999996,0.0,0.0,0.0,0.0
33.6,0.499375,0.0,0.0,0.0,0.0
38.4,0.48874999999999996,0.0,0.0,0.0,0.0
94.8,0.48874999999999996,0.0,0.0,0.0,0.0
38.4,0.48874999999999996,0.0,0.0,0.0,0.0
46.8,0.499375,0.0,0.0,0.0,0.0
99.6,0.499375,0.0,0.0,0.0,0.0
79.2,0.51,0.0,0.0,0.0,0.0
56.4,0.520625,0.0,0.0,0.0,0.0
80.39999999999999,0.53125,0.0,0.0,0.0,0.0
27.599999999999998,0.520625,0.0,0.0,0.0,0.0
20.4,0.520625,0.0,0.0,0.0,0.0
81.6,0.53125,0.0,0.0,0.0,0.0
94.8,0.541875,0.0,0.0,0.0,0.0
42.0,0.5525,0.0,0.0,0.0,0.0
16.8,0.5525,0.0,0.0,0.0,0.0
52.8,0.5525,0.0,0.0,0.0,0.0
100.0,0.541875,0.0,0.0,0.0,0.0
91.2,0.53125,0.0,0.0,0.0,0.0
87.6,0.53125,0.0,0.0,0.0,0.0
45.6,0.53125,0.0,0.0,0.0,0.0
37.199999999999996,0.520625,0.0,0.0,0.0,0.0
68.39999999999999,0.51,0.0,0.0,0.0,0.0
49.199999999999996,0.520625,0.0,0.0,0.0,0.0
27.599999999999998,0.520625,0.0,0.0,0.0,0.0
93.6,0.520625,0.0,0.0,0.0,0.0
73.2,0.51,0.0,0.0,0.0,0.0
48.0,0.499375,0.0,0.0,0.0,0.0
100.0,0.499375,0.0,0.0,0.0,0.0
30.0,0.499375,0.0,0.0,0.0,0.0
58.8,0.51,0.0,0.0,0.0,0.0
96.0,0.499375,0.0,0.0,0.0,0.0
40.8,0.499375,0.0,0.0,0.0,0.0
69.6,0.499375,0.0,0.0,0.0,0.0
3.5999999999999996,0.48874999999999996,0.0,0.0,0.0,0.0
74.39999999999999,0.499375,0.0,0.0,0.0,0.0
